variable,domain,cntry,country_name,survey_mean,survey_sd,silicon_mean,silicon_sd,model
ppltrst,social_trust,AT,Austria,6.071829184018286,2.0976862462724717,6.665091463414634,1.3960744279641988,qwen
ppltrst,social_trust,BE,Belgium,5.458173187943939,2.195522494698598,6.931626506024097,1.080595224064372,qwen
ppltrst,social_trust,BG,Bulgaria,3.728913646176717,2.3711881162028385,6.29788838612368,1.3541460580143898,qwen
ppltrst,social_trust,CH,Switzerland,5.855593288087151,2.1151913454264175,7.201206636500753,1.1447232377626109,qwen
ppltrst,social_trust,CY,Cyprus,4.092466358118389,2.456123517842882,6.93216995447648,1.284025062111067,qwen
ppltrst,social_trust,DE,Germany,5.213421360673227,2.329440069370058,6.850455927051671,1.2143014247333375,qwen
ppltrst,social_trust,EE,Estonia,5.597881429421257,1.9956320359719784,7.185972850678732,1.0177870873385257,qwen
ppltrst,social_trust,ES,Spain,5.30377052791885,2.170845887878443,6.803479576399395,1.2441389848394737,qwen
ppltrst,social_trust,FI,Finland,6.920840954305089,1.8140828898597425,7.2295454545454545,1.1032947372038329,qwen
ppltrst,social_trust,FR,France,4.472588263453334,2.150595521187708,6.707515337423313,1.3496959746679085,qwen
ppltrst,social_trust,GB,United Kingdom,5.418093170478824,2.2752091003472237,6.758103975535168,1.4088823722876311,qwen
ppltrst,social_trust,GR,Greece,4.5659732232376244,1.9203750141942668,6.66707503828484,1.247022289691081,qwen
ppltrst,social_trust,HR,Croatia,4.710634171131117,2.3881561272203213,6.8137670196671705,1.1690741740479091,qwen
ppltrst,social_trust,HU,Hungary,4.5774672280159825,2.4378724365986537,6.530721966205837,1.343866729127262,qwen
ppltrst,social_trust,IE,Ireland,5.414850386746617,2.381842777024013,7.08832030075188,1.1450400981929798,qwen
ppltrst,social_trust,IL,Israel,5.174017172464776,2.389764509965967,6.882874617737002,1.100430234475318,qwen
ppltrst,social_trust,IS,Iceland,6.354200470157306,2.061858353889841,7.32439393939394,1.0500937580625544,qwen
ppltrst,social_trust,IT,Italy,4.498938379325662,2.3475202051401065,6.664525993883792,1.3391713072971887,qwen
ppltrst,social_trust,LT,Lithuania,5.1342718600800605,2.4545179848769294,6.813914373088685,1.1529596904432402,qwen
ppltrst,social_trust,LV,Latvia,3.853969529445196,2.5315340747124133,6.646656298600312,1.3244409336281355,qwen
ppltrst,social_trust,ME,Montenegro,4.214523037104412,2.5013155012698616,7.103759398496241,0.9968630024422573,qwen
ppltrst,social_trust,NL,Netherlands,6.1705777782591795,1.958424103278812,7.1173252279635255,0.9878273535224399,qwen
ppltrst,social_trust,NO,Norway,6.4876535997464035,1.9510974667031853,7.5086696562032875,0.7333886120458064,qwen
ppltrst,social_trust,PL,Poland,4.5337215889785645,2.3334421200904445,6.6593114241001565,1.2569069969974949,qwen
ppltrst,social_trust,PT,Portugal,4.15405019735004,2.4020558131627445,6.910276073619632,1.1237562849102067,qwen
ppltrst,social_trust,RS,Serbia,4.4015442985461535,2.769641531820987,6.579362670713202,1.2146142346814188,qwen
ppltrst,social_trust,SE,Sweden,6.173553003500404,2.0369372146641576,7.294887218045114,1.2000894899747359,qwen
ppltrst,social_trust,SI,Slovenia,4.671985358795646,2.386686330953043,6.920485584218514,1.0686990675491015,qwen
ppltrst,social_trust,SK,Slovakia,4.032077870148862,2.846323197813735,6.679475308641976,1.1810697882978334,qwen
